puesto_trabajo,nombre_empresa,pais,region_estado,salario_minimo,salario_maximo,moneda_salario,periodo_salario,tipo_contrato,categoria,plataforma_origen,tipo_fuente_datos,enlace_oferta
auxiliar de reparto,VISUAL AMERICA DATA EIRL,Perú,"Pueblo Libre, Lima",1400.0,1400.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-reparto-cs-experiencia-en-pueblo-libre-A92173A04AE11CE861373E686DCF3405#lc=ListOffers-Score0-7
Auxiliar de SST y RRHH,Calidad Plastica SAC,Perú,"Lima, Lima",1800.0,1800.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-sst-y-rrhh-prevencionista-de-riesgos-de-sst-en-lima-E131FCDC01A7A5BD61373E686DCF3405#lc=ListOffers-Score3-15
Auxiliar de Almacén / Área Producción / Sede Ate,Manpower,Perú,"Santa Anita, Lima",2700.0,2700.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-almacen-area-produccion-sede-ate-en-santa-anita-4910968DEFF3213161373E686DCF3405#lc=ListOffers-Score3-6
Auxiliar de Almacén // Turnos Rotativo y Administrativo,Lavoro Perú,Perú,"Arequipa, Arequipa",1130.0,1130.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-almacen-turnos-rotativo-y-administrativo-con-experiencia-en-arequipa-875A835C9A9064CE61373E686DCF3405#lc=ListOffers-Score3-14
Auxiliar Contable ERP / Software,,Perú,"San Isidro, Lima",1700.0,1700.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-contable-erp-software-san-isidro-en-san-isidro-28790E396B36BBA961373E686DCF3405#lc=ListOffers-Score0-18
Auxiliar de Nominas Outsourcing,Adecco Perú S.A.,Perú,"Santiago De Surco, Lima",1000.0,1000.0,PEN,Mensual,Presencial y remoto,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-nominas-outsourcing-en-santiago-de-surco-7B4EC281EEFF9D9461373E686DCF3405#lc=ListOffers-Score3-10
Auxiliar de Sistemas,Bissú Accesorios,Perú,"Santa Anita, Lima",600.0,600.0,PEN,Mensual,Presencial y remoto,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-sistemas-medio-tiempo-en-santa-anita-A415DB843622BCEC61373E686DCF3405#lc=ListOffers-Score3-15
Auxiliar de almacen,,Perú,"Cerro Colorado, Arequipa",1500.0,1500.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-almacen-cerro-colorado-y-cercado-en-cerro-colorado-B86804B69802392661373E686DCF3405#lc=ListOffers-Score3-0
auxiliar de almacén e inventarios,MULTISERVICIOS FERROVELOZ EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,Perú,"Amarilis, Huanuco",1130.0,1130.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-almacen-e-inventarios-consin-experiencia-en-amarilis-3D801570A9C1FE6761373E686DCF3405#lc=ListOffers-Score3-14
Auxiliar de TI /redes.,Cinépolis,Perú,"Yarinacocha, Ucayali",1130.0,1130.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-ti-redes-cinepolis-pucallpa-en-yarinacocha-16531E003F70839361373E686DCF3405#lc=ListOffers-Score3-10
auxiliar contable,INDUSTRIAS Y METALES PERUANOS METALCOM PERU S.A.C.,Perú,"Lima, Lima",1800.0,1800.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-contable-en-lima-0A11E1DDC10FB97D61373E686DCF3405#lc=ListOffers-Score3-17
Auxiliar/Asistente Contable,ESCUELA NACIONAL DE ALTOS ESTUDIOS,Perú,"Breña, Lima",1399.0,1399.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliarasistente-contable-con-experiencia-en-brena-D3908750AE36134E61373E686DCF3405#lc=ListOffers-Score3-2
Auxiliar de sistemas,Hoteles Estelar del Perú,Perú,"Miraflores, Lima",1450.0,1450.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-sistemas-hotelero-en-miraflores-DF632A44E8FCF84F61373E686DCF3405#lc=ListOffers-Score0-16
auxiliar contable y administrativo,Transportes Payano EIRL,Perú,"Ate, Lima",1800.0,1800.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-contable-y-administrativo-preferencia-ate-en-ate-6714AFFE6F94DA0C61373E686DCF3405#lc=ListOffers-Score3-7
Auxiliar de Tráfico (Aeropuerto de Cusco) Tiempo Completo / Atención al pasajero,Talma Servicios Aeroportuarios,Perú,"Cusco, Cusco",1130.0,1130.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-trafico-aeropuerto-de-cusco-tiempo-completo-atencion-al-pasajero-ingles-intermedio-en-cusco-CBA992F60C95DB2961373E686DCF3405#lc=ListOffers-Score3-3
Auxiliar de Almacén / Experiencia Distribución,Solimano Asociados,Perú,"Lima, Lima",1500.0,1500.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-almacen-experiencia-distribucion-cercado-de-lima-en-lima-9B2E570256E681B461373E686DCF3405#lc=ListOffers-Score3-17
Auxiliar de verificación de Liquidaciones – Facturación,Manpower,Perú,"San Isidro, Lima",1400.0,1400.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-verificacion-de-liquidaciones-facturacion-san-isidro-en-san-isidro-E2C13B7C94402CCA61373E686DCF3405#lc=ListOffers-Score3-17
Auxiliar de Reparto /Horario Fijo/ Planilla,Total Talent Human Resources,Perú,"Callao, Callao",1205.0,1205.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-reparto-horario-fijo-planilla-horas-extras-alimentacion-en-callao-C6D5485AAB67D6BD61373E686DCF3405#lc=ListOffers-Score3-12
Auxiliar de almacén montacarguista,ALM SERVICES S.A.C.,Perú,"Chincha Alta, Ica",1500.0,1500.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-almacen-montacarguista-chincha-en-chincha-alta-267FB3CF967A1ABF61373E686DCF3405#lc=ListOffers-Score3-16
Auxiliar de Sistemas,CASDEL HNOS S.A.,Perú,"La Victoria, Lima",1400.0,1400.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-sistemas-la-victoria-en-la-victoria-7FE9260F8C49430E61373E686DCF3405#lc=ListOffers-Score3-9
Auxiliar de costos,Urbano,Perú,"Lima, Lima",1200.0,1200.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-costos-logistico-en-lima-91AD2991D51E72EC61373E686DCF3405#lc=ListOffers-Score3-2
Auxiliar de Mantenimiento / Cañete 5x2,Sodexo Perú S.A.C.,Perú,"Lima, Lima",1100.0,1100.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-mantenimiento-canete-5x2-en-lima-3DDAE0DB0367E2AB61373E686DCF3405#lc=ListOffers-Score3-15
Auxiliar de Mantenimiento Tottus Cusco,FALABELLA CORPORATIVO PERÚ,Perú,"Cusco, Cusco",1500.0,1500.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-mantenimiento-tottus-cusco-en-cusco-9B328685E5C57E6261373E686DCF3405#lc=ListOffers-Score3-3
Auxiliar Metrador  Sede Piura,Natural Gas Company S.A.C.,Perú,"Piura, Piura",1500.0,1500.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-metrador-sede-piura-en-piura-9D857F0173D4186961373E686DCF3405#lc=ListOffers-Score3-17
Auxiliar Contable,Smartechcia,Perú,"San Martin De Porres, Lima",1500.0,1500.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-contable-especializacion-en-comercio-exterior-en-san-martin-de-porres-11EA3B909D8CD75161373E686DCF3405#lc=ListOffers-Score0-6
Auxiliar administrativa,QUALITY SUMPRINT SAC,Perú,"Santiago De Surco, Lima",1200.0,1200.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-administrativa-turno-completo-en-santiago-de-surco-5505E39DE97CF0E561373E686DCF3405#lc=ListOffers-Score0-3
Auxiliar Tecnico de Laboratorio de Investigación,Grupo Educa_d,Perú,"Villa El Salvador, Lima",1500.0,1500.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-tecnico-de-laboratorio-de-investigacion-villa-el-salvador-en-villa-el-salvador-5A68DEF74133366E61373E686DCF3405#lc=ListOffers-Score0-10
auxiliar de almacén e inventarios,MULTISERVICIOS FERROVELOZ EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,Perú,"Amarilis, Huanuco",1130.0,1130.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-almacen-e-inventarios-consin-experiencia-en-amarilis-3D801570A9C1FE6761373E686DCF3405#lc=ListOffers-Score3-6
auxiliar administrativa,DEPOSITO ASUNCION,Perú,"Puente Piedra, Lima",1300.0,1300.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-administrativa-auxiliar-administrativa-en-puente-piedra-FC0DBDB5C46EBE5861373E686DCF3405#lc=ListOffers-Score3-6
Auxiliar de Almacén // Rotativo // Administrativo,Lavoro Perú,Perú,"Arequipa, Arequipa",1130.0,1130.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-almacen-rotativo-administrativo-con-experiencia-en-arequipa-E14A571BDEDA9D4361373E686DCF3405#lc=ListOffers-Score3-7
Auxiliar de compras y Almacén,BUS SERVICE AUTOMOTRIZ S.A.C,Perú,"San Luis, Lima",1500.0,1500.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-compras-y-almacen-en-san-luis-4E1CD81B578D20D461373E686DCF3405#lc=ListOffers-Score3-19
"Auxiliar de carga, Sede Tomás Valle",MOVIL BUS S.A.C,Perú,"Lima, Lima",1130.0,1130.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-carga-sede-tomas-valle-en-lima-B467CD5644DCAE6B61373E686DCF3405#lc=ListOffers-Score3-14
Auxiliar de Telecomunicaciones / La Victoria / Híbrido,GREEN SOLUTIONS GROUP,Perú,"La Victoria, Lima",1600.0,1600.0,PEN,Mensual,Presencial y remoto,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-telecomunicaciones-la-victoria-hibrido-en-la-victoria-AD8ED3C948882BB661373E686DCF3405#lc=ListOffers-Score3-8
Auxiliar de almacén en Ayacucho,AQUARIUS CONSULTING S.A.C.,Perú,"Anco, Ayacucho",1800.0,1800.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-almacen-en-ayacucho-en-anco-B9BCE235BE5A06D261373E686DCF3405#lc=ListOffers-Score0-9
Auxiliar de almacén montacarguista,ALM SERVICES S.A.C.,Perú,"Chincha Alta, Ica",1500.0,1500.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-almacen-montacarguista-chincha-en-chincha-alta-267FB3CF967A1ABF61373E686DCF3405#lc=ListOffers-Score3-2
Auxiliar administrativo/a San Isidro,PROMOCION DE SERVICIOS VARIOS S.A.C,Perú,"San Isidro, Lima",1130.0,1130.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-administrativoa-san-isidro-san-isidro-en-san-isidro-BBE9E13DCEC53A5061373E686DCF3405#lc=ListOffers-Score3-8
Auxiliar De Ecommerce,Calzados Mikaela,Perú,"Callao, Callao",1200.0,1200.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-ecommerce-bellavista-callao-en-callao-69A7582B93F8C13861373E686DCF3405#lc=ListOffers-Score3-0
Auxiliar de legajos de personal,Manpower,Perú,"Lima, Lima",1500.0,1500.0,PEN,Mensual,Presencial y remoto,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-legajos-de-personal-sector-salud-san-isidro-y-miraflores-en-lima-0258D51E1440C05D61373E686DCF3405#lc=ListOffers-Score3-13
auxiliar de despacho,AMPAY BUSINESS GAS S.A.C,Perú,"La Esperanza, La Libertad",1300.0,1300.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-despacho-con-experiencia-en-la-esperanza-939A0E4552E8C61961373E686DCF3405#lc=ListOffers-Score3-19
Auxiliar de Sistemas,Bissú Accesorios,Perú,"Santa Anita, Lima",600.0,600.0,PEN,Mensual,Presencial y remoto,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-sistemas-medio-tiempo-en-santa-anita-A415DB843622BCEC61373E686DCF3405#lc=ListOffers-Score3-11
auxiliar de distribución,Grupojocema,Perú,"Villa Maria Del Triunfo, Lima",1600.0,1600.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-distribucion-1-ano-de-experiencia-en-villa-maria-del-triunfo-6CB094E7F87AE1B861373E686DCF3405#lc=ListOffers-Score3-12
Auxiliar de Sistemas,CASDEL HNOS S.A.,Perú,"La Victoria, Lima",1400.0,1400.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-sistemas-la-victoria-en-la-victoria-7FE9260F8C49430E61373E686DCF3405#lc=ListOffers-Score0-3
Auxiliar de almacén,Huemura SAC,Perú,"Trujillo, La Libertad",1130.0,1130.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-almacen-trujillo-en-trujillo-79160483A8B18A5B61373E686DCF3405#lc=ListOffers-Score3-1
Auxiliar Monitoreo y Telecobranzas,Inti Raymi S.A.,Perú,"Arequipa, Arequipa",1130.0,1130.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-monitoreo-y-telecobranzas-en-arequipa-3DE5891E785FC1F461373E686DCF3405#lc=ListOffers-Score3-6
Auxiliar de Almacen,PANORAMA HOGAR & DECORACION,Perú,"Lima, Lima",1200.0,1200.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-almacen-cercado-de-lima-en-lima-C96B83E25F18329A61373E686DCF3405#lc=ListOffers-Score3-8
Auxiliar de Contabilidad,Etan Perú,Perú,"Jesus Maria, Lima",1130.0,1130.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-contable-tesoreria-presencial-en-jesus-maria-FB360A27D2334F7461373E686DCF3405#lc=ListOffers-Score3-13
Auxiliar contable,medicfic,Perú,"Cerro Colorado, Arequipa",1700.0,1700.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-contable-experiencia-en-concar-en-cerro-colorado-8F0E273D3671A45861373E686DCF3405#lc=ListOffers-Score3-15
Auxiliar de limpieza,Reclutapro Pandapé,Perú,"San Isidro, Lima",500.0,500.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-limpieza-en-san-isidro-46558E3C17E31ADA61373E686DCF3405#lc=ListOffers-Score3-10
auxiliar de reparto,LOGISTICS SOLUTIONS COMPANY S.A.C. - LOGISTICOM S.A.C.,Perú,"San Martin De Porres, Lima",1200.0,1200.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-reparto-en-san-martin-de-porres-3197CD0A75DC892361373E686DCF3405#lc=ListOffers-Score3-10
auxiliar de reparto,LOGISTICOM EXPRESS S.A.C.,Perú,"San Martin De Porres, Lima",1200.0,1200.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-reparto-turno-completo-en-san-martin-de-porres-6B4524F837F10F1E61373E686DCF3405#lc=ListOffers-Score3-11
Auxiliar Logístico,SACO COMUNICACIONES,Perú,"Villa El Salvador, Lima",1200.0,1200.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-logistico-en-villa-el-salvador-FC0865A70F55EB2961373E686DCF3405#lc=ListOffers-Score3-15
Auxiliar de Almacen c/experiencia,Labocer SA,Perú,"Chorrillos, Lima",1100.0,1100.0,PEN,Mensual,,Auxiliar Técnico Laboratorio,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-almacen-cexperiencia-chorrillos-en-chorrillos-59D799F64E39AE7D61373E686DCF3405#lc=ListOffers-Score3-19
Supervisor de Ventas / Consumo Masivo / Centro Oriente / Huánuco / Tingo María,TRUST CONSULTING,Perú,"Barranco, Lima",4200.0,4200.0,PEN,Mensual,,Operario Centro Mecanizado,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-supervisor-de-ventas-consumo-masivo-centro-oriente-huanuco-tingo-maria-en-barranco-D8197E8EDFBECCA761373E686DCF3405#lc=ListOffers-Score3-17
Se busca Egresado de Ingenieria Industrial o Transporte para Centro de Control / La Molina,ALLIN GROUP JAVIER PRADO SA.,Perú,"La Molina, Lima",1500.0,1500.0,PEN,Mensual,,Operario Centro Mecanizado,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-se-busca-egresado-de-ingenieria-industrial-o-transporte-para-centro-de-control-la-molina-turnos-rotativos-en-la-molina-C0FE10E512F6270361373E686DCF3405#lc=ListOffers-Score3-5
Analista para el Centro de Investigación Formativa e Integridad Científica,Universidad César Vallejo,Perú,"Trujillo, La Libertad",2500.0,2500.0,PEN,Mensual,,Operario Centro Mecanizado,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-para-el-centro-de-investigacion-formativa-e-integridad-cientifica-trujillo-en-trujillo-05A015B9799722F361373E686DCF3405#lc=ListOffers-Score3-19
Analista para el Centro de Investigación Formativa e Integridad Científica,Universidad César Vallejo,Perú,"Nuevo Chimbote, Ancash",2500.0,2500.0,PEN,Mensual,,Operario Centro Mecanizado,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-para-el-centro-de-investigacion-formativa-e-integridad-cientifica-campus-chimbote-en-nuevo-chimbote-9F4E13A41929FE1661373E686DCF3405#lc=ListOffers-Score3-12
Enfermero(a) de Programacion de centro quirurgico,Grupo AUNA,Perú,"Arequipa, Arequipa",2500.0,2500.0,PEN,Mensual,,Operario Centro Mecanizado,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-enfermeroa-de-programacion-de-centro-quirurgico-clinica-vallesur-auna-en-arequipa-4CAADDDCCA90ADA261373E686DCF3405#lc=ListOffers-Score4-16
Operador de Centro de Control,WHITE LION TECHNOLOGY,Perú,"Cajamarca, Cajamarca",2000.0,2000.0,PEN,Mensual,,Operario Centro Mecanizado,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operador-de-centro-de-control-banos-del-inca-en-cajamarca-7A3BA669F25BB73161373E686DCF3405#lc=ListOffers-Score0-2
Analista para el Centro de Investigación Formativa e Integridad Científica,Universidad César Vallejo,Perú,"Los Olivos, Lima",2500.0,2500.0,PEN,Mensual,,Operario Centro Mecanizado,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-para-el-centro-de-investigacion-formativa-e-integridad-cientifica-campus-lima-norte-en-los-olivos-E8D500AFCB49B28061373E686DCF3405#lc=ListOffers-Score3-12
Asistente para el Centro de Investigación Formativa e Integridad Científica,Universidad César Vallejo,Perú,"Los Olivos, Lima",1800.0,1800.0,PEN,Mensual,,Operario Centro Mecanizado,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-para-el-centro-de-investigacion-formativa-e-integridad-cientifica-lima-norte-en-los-olivos-632A2D724AB77FBB61373E686DCF3405#lc=ListOffers-Score3-3
Asesor de Ventas Crepier  Volante Centro Lima,LULLI & ASOCIADOS S.A.C. - ENLACE Talento - Trabajo - Desarrollo,Perú,"Lima, Lima",1200.0,1200.0,PEN,Mensual,,Operario Centro Mecanizado,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-ventas-crepier-volante-centro-lima-en-lima-37AB56D63104639F61373E686DCF3405#lc=ListOffers-Score0-6
